"","x"
"1874","DA"
"1875","DA"
"1876","DA"
"1877","DA"
"1878","DA"
"1879","DA"
"1880","DA"
"1881","DA"
"1882","DA"
"1883","DA"
"1884","DA"
"1885","DA"
"1886","DA"
"1887","DA"
"1888","DA"
"1889","DA"
"1890","DA"
"1891","DA"
"1892","DA"
"1893","DA"
"1894","DA"
"1895","DA"
"1896","DA"
"1897","DA"
"1898","DA"
"1899","DA"
"1900","DA"
"1901","NE"
"1902","DA"
"1903","DA"
"1904","DA"
"1905","DA"
"1906","DA"
"1907","DA"
"1908","NE"
"1909","DA"
"1910","DA"
"1911","DA"
"1912","DA"
"1913","DA"
"1914","DA"
"1915","DA"
"1916","DA"
"1917","DA"
"1918","DA"
"1919","DA"
"1920","DA"
"1921","DA"
"1922","DA"
"1923","DA"
"1924","DA"
"1925","DA"
"1926","DA"
"1927","DA"
"1928","DA"
"1929","DA"
"1930","DA"
"1931","DA"
"1932","DA"
"1933","DA"
"1934","DA"
"1935","DA"
"1936","DA"
"1937","DA"
"1938","DA"
"1939","DA"
"1940","DA"
"1941","DA"
"1942","DA"
"1943","DA"
"1944","DA"
"1945","DA"
"1946","DA"
"1947","DA"
"1948","DA"
"1949","DA"
"1950","DA"
"1951","DA"
"1952","DA"
"1953","DA"
"1954","DA"
"1955","DA"
"1956","DA"
"1957","DA"
"1958","DA"
"1959","DA"
"1960","DA"
"1961","DA"
"1962","DA"
"1963","DA"
"1964","DA"
"1965","DA"
"1966","DA"
"1967","DA"
"1968","DA"
"1969","DA"
"1970","DA"
"1971","DA"
"1972","DA"
"1973","DA"
"1974","DA"
"1975","DA"
"1976","DA"
"1977","DA"
"1978","DA"
"1979","DA"
"1980","DA"
"1981","DA"
"1982","DA"
"1983","DA"
"1984","DA"
"1985","DA"
"1986","DA"
"1987","DA"
"1988","DA"
"1989","DA"
"1990","DA"
"1991","DA"
"1992","DA"
"1993","DA"
"1994","DA"
"1995","DA"
"1996","DA"
"1997","DA"
"1998","DA"
"1999","DA"
"2000","DA"
"2001","DA"
"2002","DA"
"2003","DA"
"2004","DA"
"2005","DA"
"2006","DA"
"2007","DA"
"2008","DA"
"2009","DA"
"2010","DA"
"2011","DA"
"2012","DA"
"2013","DA"
"2014","DA"
"2015","DA"
"2016","DA"
"2017","DA"
"2018","DA"
"2019","DA"
"2020","DA"
"2021","DA"
"2022","DA"
"2023","DA"
"2024","DA"
"2025","DA"
"2026","DA"
"2027","DA"
"2028","DA"
"2029","DA"
"2030","DA"
"2031","DA"
"2032","DA"
"2033","DA"
"2034","DA"
"2035","DA"
"2036","DA"
"2037","DA"
"2038","DA"
"2039","DA"
"2040","NE"
"2041","DA"
"2042","DA"
"2043","DA"
"2044","DA"
"2045","DA"
"2046","DA"
"2047","DA"
"2048","DA"
"2049","DA"
"2050","DA"
"2051","DA"
"2052","DA"
"2053","DA"
"2054","DA"
"2055","DA"
"2056","DA"
"2057","DA"
"2058","DA"
"2059","DA"
"2060","DA"
"2061","DA"
"2062","DA"
"2063","DA"
"2064","DA"
"2065","DA"
"2066","DA"
"2067","DA"
"2068","DA"
"2069","DA"
"2070","DA"
"2071","DA"
"2072","DA"
"2073","DA"
"2074","DA"
"2075","DA"
"2076","DA"
"2077","DA"
"2078","DA"
"2079","DA"
"2080","DA"
"2081","DA"
"2082","DA"
"2083","DA"
"2084","DA"
"2085","DA"
"2086","DA"
"2087","DA"
"2088","DA"
"2089","DA"
"2090","DA"
"2091","DA"
"2092","DA"
"2093","DA"
"2094","DA"
"2095","DA"
"2096","DA"
"2097","DA"
"2098","DA"
"2099","DA"
"2100","DA"
"2101","DA"
"2102","DA"
"2103","DA"
"2104","DA"
"2105","DA"
"2106","DA"
"2107","DA"
"2108","DA"
"2109","DA"
"2110","DA"
"2111","DA"
"2112","DA"
"2113","DA"
"2114","DA"
"2115","DA"
"2116","DA"
"2117","DA"
"2118","DA"
"2119","DA"
"2120","DA"
"2121","DA"
"2122","DA"
"2123","DA"
"2124","DA"
"2125","DA"
"2126","DA"
"2127","DA"
"2128","DA"
"2129","DA"
"2130","DA"
"2131","DA"
"2132","DA"
"2133","DA"
"2134","DA"
"2135","DA"
"2136","DA"
"2137","DA"
"2138","DA"
"2139","DA"
"2140","DA"
"2141","DA"
"2142","DA"
"2143","DA"
"2144","DA"
"2145","DA"
"2146","DA"
"2147","DA"
"2148","DA"
"2149","DA"
"2150","DA"
"2151","DA"
"2152","DA"
"2153","DA"
"2154","DA"
"2155","DA"
"2156","DA"
"2157","DA"
"2158","DA"
"2159","DA"
"2160","DA"
"2161","DA"
"2162","DA"
"2163","DA"
"2164","DA"
"2165","DA"
"2166","DA"
"2167","DA"
"2168","DA"
"2169","DA"
"2170","DA"
"2171","DA"
"2172","DA"
"2173","DA"
"2174","DA"
"2175","DA"
"2176","DA"
"2177","DA"
"2178","DA"
"2179","DA"
"2180","DA"
"2181","DA"
"2182","DA"
"2183","DA"
"2184","DA"
"2185","DA"
"2186","DA"
"2187","DA"
"2188","DA"
"2189","DA"
"2190","DA"
"2191","DA"
"2192","DA"
"2193","DA"
"2194","DA"
"2195","DA"
"2196","DA"
"2197","DA"
"2198","DA"
"2199","DA"
"2200","DA"
"2201","DA"
"2202","DA"
"2203","DA"
"2204","DA"
"2205","DA"
"2206","DA"
"2207","DA"
"2208","DA"
"2209","DA"
"2210","DA"
"2211","DA"
"2212","DA"
"2213","DA"
"2214","DA"
"2215","DA"
"2216","DA"
"2217","DA"
"2218","DA"
"2219","DA"
"2220","DA"
"2221","DA"
"2222","DA"
"2223","DA"
"2224","DA"
"2225","DA"
"2226","DA"
"2227","DA"
"2228","DA"
"2229","DA"
"2230","DA"
"2231","DA"
"2232","DA"
"2233","DA"
"2234","DA"
"2235","DA"
"2236","DA"
"2237","DA"
"2238","DA"
"2239","DA"
"2240","DA"
"2241","DA"
"2242","DA"
"2243","DA"
"2244","DA"
"2245","DA"
"2246","DA"
"2247","DA"
"2248","DA"
"2249","DA"
"2250","DA"
"2251","DA"
"2252","DA"
"2253","DA"
"2254","DA"
"2255","DA"
"2256","DA"
"2257","DA"
"2258","DA"
"2259","DA"
"2260","DA"
"2261","DA"
"2262","DA"
"2263","DA"
"2264","DA"
"2265","DA"
"2266","DA"
"2267","NE"
"2268","DA"
"2269","DA"
"2270","DA"
"2271","DA"
"2272","DA"
"2273","DA"
"2274","DA"
"2275","DA"
"2276","DA"
"2277","DA"
"2278","DA"
"2279","DA"
"2280","DA"
"2281","DA"
"2282","DA"
"2283","DA"
"2284","DA"
"2285","DA"
"2286","DA"
"2287","DA"
"2288","DA"
"2289","DA"
"2290","DA"
"2291","DA"
"2292","DA"
"2293","DA"
"2294","DA"
"2295","DA"
"2296","DA"
"2297","DA"
"2298","DA"
"2299","DA"
"2300","DA"
"2301","DA"
"2302","DA"
"2303","DA"
"2304","DA"
"2305","DA"
"2306","DA"
"2307","DA"
"2308","DA"
"2309","DA"
"2310","DA"
"2311","DA"
"2312","DA"
"2313","DA"
"2314","DA"
"2315","DA"
"2316","DA"
"2317","DA"
"2318","DA"
"2319","DA"
"2320","DA"
"2321","DA"
"2322","DA"
"2323","DA"
"2324","DA"
"2325","DA"
"2326","DA"
"2327","DA"
"2328","DA"
"2329","DA"
"2330","DA"
"2331","DA"
"2332","DA"
"2333","DA"
"2334","DA"
"2335","DA"
"2336","DA"
"2337","DA"
"2338","DA"
"2339","DA"
"2340","DA"
"2341","DA"
"2342","DA"
"2343","DA"
"2344","DA"
"2345","DA"
"2346","DA"
"2347","DA"
"2348","DA"
"2349","DA"
"2350","DA"
"2351","DA"
"2352","DA"
"2353","DA"
"2354","DA"
"2355","DA"
"2356","DA"
"2357","DA"
"2358","DA"
"2359","DA"
"2360","DA"
"2361","DA"
"2362","DA"
"2363","DA"
"2364","DA"
"2365","DA"
"2366","DA"
"2367","DA"
"2368","DA"
"2369","DA"
"2370","DA"
"2371","DA"
"2372","DA"
"2373","DA"
"2374","DA"
"2375","DA"
"2376","DA"
"2377","DA"
"2378","DA"
"2379","NE"
"2380","DA"
"2381","DA"
"2382","DA"
"2383","DA"
"2384","DA"
"2385","DA"
"2386","DA"
"2387","DA"
"2388","DA"
"2389","DA"
"2390","DA"
"2391","DA"
"2392","DA"
"2393","DA"
"2394","DA"
"2395","DA"
"2396","DA"
"2397","DA"
"2398","DA"
"2399","DA"
"2400","DA"
"2401","DA"
"2402","DA"
"2403","DA"
"2404","DA"
"2405","DA"
"2406","DA"
"2407","DA"
"2408","DA"
"2409","DA"
"2410","DA"
"2411","DA"
"2412","DA"
"2413","DA"
"2414","DA"
"2415","DA"
"2416","DA"
"2417","DA"
"2418","DA"
"2419","DA"
"2420","DA"
"2421","DA"
"2422","DA"
"2423","DA"
"2424","DA"
"2425","DA"
"2426","DA"
"2427","DA"
"2428","NE"
"2429","DA"
"2430","DA"
"2431","DA"
"2432","DA"
"2433","DA"
"2434","DA"
"2435","DA"
"2436","DA"
"2437","DA"
"2438","DA"
"2439","DA"
"2440","DA"
"2441","DA"
"2442","DA"
"2443","DA"
"2444","DA"
"2445","DA"
"2446","DA"
"2447","DA"
"2448","DA"
"2449","DA"
"2450","DA"
"2451","DA"
"2452","DA"
"2453","DA"
"2454","DA"
"2455","DA"
"2456","DA"
"2457","DA"
"2458","DA"
"2459","DA"
"2460","DA"
"2461","DA"
"2462","DA"
"2463","DA"
"2464","DA"
"2465","DA"
"2466","DA"
"2467","DA"
"2468","DA"
"2469","DA"
"2470","DA"
"2471","DA"
"2472","DA"
"2473","DA"
"2474","DA"
"2475","DA"
"2476","NE"
"2477","DA"
"2478","DA"
"2479","DA"
"2480","DA"
"2481","DA"
"2482","DA"
"2483","DA"
"2484","DA"
"2485","DA"
"2486","DA"
"2487","DA"
"2488","DA"
"2489","DA"
"2490","DA"
"2491","DA"
"2492","DA"
"2493","DA"
"2494","DA"
"2495","DA"
"2496","DA"
"2497","DA"
"2498","DA"
"2499","DA"
"2500","DA"
"2501","DA"
"2502","DA"
"2503","DA"
"2504","DA"
"2505","DA"
"2506","DA"
"2507","DA"
"2508","DA"
"2509","DA"
"2510","DA"
"2511","DA"
"2512","DA"
"2513","DA"
"2514","DA"
"2515","DA"
"2516","DA"
"2517","DA"
"2518","DA"
"2519","DA"
"2520","DA"
"2521","DA"
"2522","DA"
"2523","DA"
"2524","DA"
"2525","DA"
"2526","DA"
"2527","DA"
"2528","DA"
"2529","DA"
"2530","DA"
"2531","DA"
"2532","DA"
"2533","DA"
"2534","DA"
"2535","DA"
"2536","DA"
"2537","DA"
"2538","DA"
"2539","NE"
"2540","DA"
"2541","DA"
"2542","DA"
"2543","DA"
"2544","DA"
"2545","DA"
"2546","DA"
"2547","DA"
"2548","DA"
"2549","DA"
"2550","DA"
"2551","DA"
"2552","DA"
"2553","DA"
"2554","DA"
"2555","DA"
"2556","DA"
"2557","DA"
"2558","DA"
"2559","DA"
"2560","DA"
"2561","DA"
"2562","DA"
"2563","DA"
"2564","DA"
"2565","DA"
"2566","DA"
"2567","DA"
"2568","DA"
"2569","DA"
"2570","DA"
"2571","DA"
"2572","DA"
"2573","DA"
"2574","DA"
"2575","DA"
"2576","NE"
"2577","DA"
"2578","DA"
"2579","DA"
"2580","DA"
"2581","DA"
"2582","DA"
"2583","DA"
"2584","DA"
"2585","DA"
"2586","DA"
"2587","DA"
"2588","DA"
"2589","DA"
"2590","DA"
"2591","DA"
"2592","DA"
"2593","DA"
"2594","DA"
"2595","DA"
"2596","DA"
"2597","DA"
"2598","DA"
"2599","DA"
"2600","DA"
"2601","DA"
"2602","DA"
"2603","DA"
"2604","DA"
"2605","DA"
"2606","DA"
"2607","DA"
"2608","DA"
"2609","DA"
"2610","DA"
"2611","DA"
"2612","DA"
"2613","DA"
"2614","DA"
"2615","DA"
"2616","DA"
"2617","DA"
"2618","DA"
"2619","DA"
"2620","DA"
"2621","DA"
"2622","DA"
"2623","DA"
"2624","DA"
"2625","DA"
"2626","DA"
"2627","DA"
"2628","DA"
"2629","DA"
"2630","DA"
"2631","DA"
"2632","DA"
"2633","DA"
"2634","DA"
"2635","DA"
"2636","DA"
"2637","DA"
"2638","DA"
"2639","DA"
"2640","DA"
"2641","DA"
"2642","DA"
"2643","DA"
"2644","DA"
"2645","DA"
"2646","DA"
"2647","DA"
"2648","DA"
"2649","DA"
"2650","DA"
"2651","DA"
"2652","DA"
"2653","DA"
"2654","DA"
"2655","DA"
"2656","DA"
"2657","DA"
"2658","DA"
"2659","DA"
"2660","DA"
"2661","DA"
"2662","DA"
"2663","DA"
"2664","DA"
"2665","DA"
"2666","DA"
"2667","DA"
"2668","DA"
"2669","DA"
"2670","DA"
"2671","DA"
"2672","DA"
"2673","DA"
"2674","DA"
"2675","DA"
"2676","DA"
"2677","DA"
"2678","DA"
"2679","DA"
"2680","DA"
"2681","DA"
"2682","DA"
"2683","DA"
"2684","DA"
"2685","DA"
"2686","DA"
"2687","DA"
"2688","DA"
"2689","DA"
"2690","DA"
"2691","DA"
"2692","DA"
"2693","DA"
"2694","DA"
"2695","DA"
"2696","DA"
"2697","DA"
"2698","DA"
"2699","DA"
"2700","DA"
"2701","DA"
"2702","DA"
"2703","DA"
"2704","DA"
"2705","DA"
"2706","DA"
"2707","DA"
"2708","DA"
"2709","DA"
"2710","NE"
"2711","DA"
"2712","DA"
"2713","DA"
"2714","DA"
"2715","DA"
"2716","DA"
"2717","DA"
"2718","DA"
"2719","DA"
"2720","DA"
"2721","DA"
"2722","DA"
"2723","DA"
"2724","DA"
"2725","DA"
"2726","DA"
"2727","DA"
"2728","DA"
"2729","DA"
"2730","DA"
"2731","DA"
"2732","DA"
"2733","DA"
"2734","DA"
"2735","DA"
"2736","DA"
"2737","DA"
"2738","DA"
"2739","DA"
"2740","DA"
"2741","DA"
"2742","DA"
"2743","DA"
"2744","DA"
"2745","DA"
"2746","DA"
"2747","DA"
"2748","DA"
"2749","DA"
"2750","NE"
"2751","DA"
"2752","DA"
"2753","DA"
"2754","DA"
"2755","DA"
"2756","DA"
"2757","DA"
"2758","DA"
"2759","DA"
"2760","DA"
"2761","DA"
"2762","DA"
"2763","DA"
"2764","DA"
"2765","DA"
"2766","DA"
"2767","DA"
"2768","DA"
"2769","DA"
"2770","DA"
"2771","DA"
"2772","DA"
"2773","DA"
"2774","DA"
"2775","DA"
"2776","DA"
"2777","NE"
"2778","DA"
"2779","DA"
"2780","DA"
"2781","DA"
"2782","DA"
"2783","DA"
"2784","DA"
"2785","DA"
"2786","DA"
"2787","DA"
"2788","DA"
"2789","DA"
"2790","DA"
"2791","DA"
"2792","DA"
"2793","DA"
"2794","DA"
"2795","DA"
"2796","DA"
"2797","DA"
"2798","DA"
"2799","DA"
"2800","DA"
"2801","DA"
"2802","DA"
"2803","DA"
"2804","DA"
"2805","DA"
"2806","DA"
"2807","DA"
"2808","DA"
"2809","DA"
"2810","DA"
"2811","DA"
"2812","DA"
"2813","DA"
"2814","DA"
"2815","DA"
"2816","DA"
"2817","DA"
"2818","DA"
"2819","DA"
"2820","DA"
"2821","DA"
"2822","DA"
"2823","DA"
"2824","DA"
"2825","DA"
"2826","DA"
"2827","DA"
"2828","DA"
"2829","DA"
"2830","DA"
"2831","DA"
"2832","DA"
"2833","DA"
"2834","DA"
"2835","DA"
"2836","DA"
"2837","DA"
"2838","DA"
"2839","DA"
"2840","DA"
"2841","DA"
"2842","DA"
"2843","DA"
"2844","DA"
"2845","DA"
"2846","DA"
"2847","DA"
"2848","DA"
"2849","DA"
"2850","NE"
"2851","DA"
"2852","DA"
"2853","DA"
"2854","DA"
"2855","DA"
"2856","DA"
"2857","NE"
"2858","NE"
"2859","NE"
"2860","NE"
"2861","NE"
"2862","NE"
"2863","NE"
"2864","NE"
"2865","NE"
"2866","NE"
"2867","NE"
"2868","NE"
"2869","NE"
"2870","NE"
"2871","DA"
"2872","NE"
"2873","NE"
"2874","NE"
"2875","NE"
"2876","NE"
"2877","NE"
"2878","DA"
"2879","NE"
"2880","DA"
"2881","NE"
"2882","NE"
"2883","NE"
"2884","NE"
"2885","NE"
"2886","NE"
"2887","DA"
"2888","NE"
"2889","NE"
"2890","DA"
"2891","NE"
"2892","NE"
"2893","NE"
"2894","DA"
"2895","NE"
"2896","NE"
"2897","NE"
"2898","NE"
"2899","NE"
"2900","NE"
"2901","NE"
"2902","NE"
"2903","NE"
"2904","NE"
"2905","NE"
"2906","NE"
"2907","NE"
"2908","NE"
"2909","NE"
"2910","NE"
"2911","NE"
"2912","NE"
"2913","NE"
"2914","NE"
"2915","NE"
"2916","DA"
"2917","NE"
"2918","NE"
"2919","NE"
"2920","NE"
"2921","NE"
"2922","DA"
"2923","NE"
"2924","NE"
"2925","NE"
"2926","DA"
"2927","NE"
"2928","NE"
"2929","NE"
"2930","NE"
"2931","NE"
"2932","NE"
"2933","NE"
"2934","NE"
"2935","NE"
"2936","NE"
"2937","DA"
"2938","NE"
"2939","NE"
"2940","DA"
"2941","DA"
"2942","NE"
"2943","NE"
"2944","NE"
"2945","NE"
"2946","NE"
"2947","NE"
"2948","NE"
"2949","DA"
"2950","NE"
"2951","NE"
"2952","NE"
"2953","DA"
"2954","DA"
"2955","NE"
"2956","NE"
"2957","DA"
"2958","NE"
"2959","NE"
"2960","NE"
"2961","DA"
"2962","NE"
"2963","NE"
"2964","NE"
"2965","NE"
"2966","NE"
"2967","NE"
"2968","NE"
"2969","NE"
"2970","NE"
"2971","NE"
"2972","NE"
"2973","NE"
"2974","NE"
"2975","NE"
"2976","NE"
"2977","NE"
"2978","NE"
"2979","NE"
"2980","NE"
"2981","DA"
"2982","NE"
"2983","DA"
"2984","NE"
"2985","NE"
"2986","NE"
"2987","NE"
"2988","NE"
"2989","NE"
"2990","DA"
"2991","NE"
"2992","NE"
"2993","NE"
"2994","NE"
"2995","NE"
"2996","NE"
"2997","NE"
"2998","NE"
"2999","NE"
"3000","NE"
"3001","NE"
"3002","NE"
"3003","NE"
"3004","NE"
"3005","NE"
"3006","NE"
"3007","NE"
"3008","NE"
"3009","NE"
"3010","NE"
"3011","NE"
"3012","NE"
"3013","NE"
"3014","NE"
"3015","NE"
"3016","NE"
"3017","NE"
"3018","NE"
"3019","NE"
"3020","DA"
"3021","NE"
"3022","NE"
"3023","NE"
"3024","NE"
"3025","NE"
"3026","DA"
"3027","NE"
"3028","DA"
"3029","NE"
"3030","DA"
"3031","NE"
"3032","NE"
"3033","NE"
"3034","NE"
"3035","NE"
"3036","NE"
"3037","NE"
"3038","NE"
"3039","NE"
"3040","DA"
"3041","NE"
"3042","NE"
"3043","NE"
"3044","NE"
"3045","NE"
"3046","NE"
"3047","NE"
"3048","NE"
"3049","NE"
"3050","NE"
"3051","NE"
"3052","NE"
"3053","NE"
"3054","NE"
"3055","NE"
"3056","NE"
"3057","NE"
"3058","NE"
"3059","NE"
"3060","NE"
"3061","NE"
"3062","NE"
"3063","NE"
"3064","NE"
"3065","NE"
"3066","DA"
"3067","DA"
"3068","DA"
"3069","NE"
"3070","NE"
"3071","NE"
"3072","DA"
"3073","NE"
"3074","NE"
"3075","NE"
"3076","NE"
"3077","NE"
"3078","NE"
"3079","NE"
"3080","DA"
"3081","NE"
"3082","NE"
"3083","NE"
"3084","NE"
"3085","NE"
"3086","DA"
"3087","NE"
"3088","NE"
"3089","NE"
"3090","NE"
"3091","NE"
"3092","NE"
"3093","NE"
"3094","NE"
"3095","DA"
"3096","NE"
"3097","NE"
"3098","NE"
"3099","NE"
"3100","NE"
"3101","NE"
"3102","NE"
"3103","NE"
"3104","NE"
"3105","NE"
"3106","DA"
"3107","NE"
"3108","NE"
"3109","DA"
"3110","NE"
"3111","NE"
"3112","NE"
"3113","DA"
"3114","NE"
"3115","NE"
"3116","NE"
"3117","NE"
"3118","DA"
"3119","DA"
"3120","NE"
"3121","NE"
"3122","NE"
"3123","NE"
"3124","NE"
"3125","DA"
"3126","NE"
"3127","NE"
"3128","DA"
"3129","NE"
"3130","DA"
"3131","NE"
"3132","NE"
"3133","NE"
"3134","NE"
"3135","NE"
"3136","NE"
"3137","NE"
"3138","NE"
"3139","NE"
"3140","NE"
"3141","NE"
"3142","NE"
"3143","NE"
"3144","DA"
"3145","DA"
"3146","NE"
"3147","NE"
"3148","NE"
"3149","NE"
"3150","NE"
"3151","DA"
"3152","NE"
"3153","DA"
"3154","NE"
"3155","NE"
"3156","NE"
"3157","NE"
"3158","NE"
"3159","NE"
"3160","NE"
"3161","NE"
"3162","NE"
"3163","NE"
"3164","NE"
"3165","NE"
"3166","NE"
"3167","NE"
"3168","NE"
"3169","NE"
"3170","NE"
"3171","NE"
"3172","NE"
"3173","NE"
"3174","NE"
"3175","NE"
"3176","NE"
"3177","NE"
"3178","NE"
"3179","NE"
"3180","DA"
"3181","NE"
"3182","NE"
"3183","NE"
"3184","DA"
"3185","NE"
"3186","NE"
"3187","DA"
"3188","NE"
"3189","DA"
"3190","DA"
"3191","NE"
"3192","NE"
"3193","NE"
"3194","DA"
"3195","NE"
"3196","DA"
"3197","NE"
"3198","NE"
"3199","NE"
"3200","NE"
"3201","NE"
"3202","NE"
"3203","NE"
"3204","NE"
"3205","NE"
"3206","NE"
"3207","NE"
"3208","DA"
"3209","NE"
"3210","DA"
"3211","NE"
"3212","NE"
"3213","NE"
"3214","NE"
"3215","NE"
"3216","NE"
"3217","DA"
"3218","NE"
"3219","NE"
"3220","DA"
"3221","NE"
"3222","NE"
"3223","NE"
"3224","NE"
"3225","NE"
"3226","NE"
"3227","NE"
"3228","NE"
"3229","NE"
"3230","DA"
"3231","NE"
"3232","NE"
"3233","NE"
"3234","NE"
"3235","NE"
"3236","NE"
"3237","NE"
"3238","NE"
"3239","NE"
"3240","NE"
"3241","NE"
"3242","NE"
"3243","NE"
"3244","NE"
"3245","NE"
"3246","NE"
"3247","NE"
"3248","NE"
"3249","NE"
"3250","NE"
"3251","NE"
"3252","NE"
"3253","NE"
"3254","NE"
"3255","NE"
"3256","NE"
"3257","DA"
"3258","NE"
"3259","NE"
"3260","DA"
"3261","DA"
"3262","DA"
"3263","NE"
"3264","NE"
"3265","NE"
"3266","NE"
"3267","NE"
"3268","NE"
"3269","NE"
"3270","NE"
"3271","NE"
"3272","DA"
"3273","NE"
"3274","NE"
"3275","NE"
"3276","NE"
"3277","DA"
"3278","NE"
"3279","DA"
"3280","DA"
"3281","DA"
"3282","NE"
"3283","NE"
"3284","NE"
"3285","NE"
"3286","NE"
"3287","NE"
"3288","NE"
"3289","NE"
"3290","NE"
"3291","NE"
"3292","NE"
"3293","NE"
"3294","NE"
"3295","DA"
"3296","NE"
"3297","NE"
"3298","NE"
"3299","NE"
"3300","NE"
"3301","DA"
"3302","NE"
"3303","NE"
"3304","NE"
"3305","NE"
"3306","NE"
"3307","NE"
"3308","DA"
"3309","NE"
"3310","NE"
"3311","NE"
"3312","NE"
"3313","NE"
"3314","NE"
"3315","NE"
"3316","NE"
"3317","NE"
"3318","NE"
"3319","NE"
"3320","DA"
"3321","DA"
"3322","DA"
"3323","NE"
"3324","NE"
"3325","NE"
"3326","NE"
"3327","NE"
"3328","NE"
"3329","NE"
"3330","DA"
"3331","NE"
"3332","NE"
"3333","NE"
"3334","DA"
"3335","NE"
"3336","NE"
"3337","NE"
"3338","DA"
"3339","NE"
"3340","NE"
"3341","NE"
"3342","NE"
"3343","NE"
"3344","NE"
"3345","NE"
"3346","NE"
"3347","NE"
"3348","NE"
"3349","NE"
"3350","NE"
"3351","NE"
"3352","NE"
"3353","NE"
"3354","DA"
"3355","DA"
"3356","NE"
"3357","NE"
"3358","NE"
"3359","DA"
"3360","NE"
"3361","NE"
"3362","NE"
"3363","NE"
"3364","NE"
"3365","DA"
"3366","NE"
"3367","DA"
"3368","NE"
"3369","DA"
"3370","NE"
"3371","NE"
"3372","DA"
"3373","DA"
"3374","NE"
"3375","DA"
"3376","NE"
"3377","NE"
"3378","DA"
"3379","DA"
"3380","NE"
"3381","NE"
"3382","DA"
"3383","NE"
"3384","NE"
"3385","DA"
"3386","NE"
"3387","NE"
"3388","NE"
"3389","DA"
"3390","DA"
"3391","NE"
"3392","NE"
"3393","NE"
"3394","NE"
"3395","NE"
"3396","DA"
"3397","NE"
"3398","DA"
"3399","DA"
"3400","NE"
"3401","DA"
"3402","NE"
"3403","NE"
"3404","NE"
"3405","NE"
"3406","DA"
"3407","DA"
"3408","NE"
"3409","NE"
"3410","NE"
"3411","DA"
"3412","NE"
"3413","NE"
"3414","DA"
"3415","NE"
"3416","NE"
"3417","DA"
"3418","NE"
"3419","NE"
"3420","NE"
"3421","NE"
"3422","NE"
"3423","NE"
"3424","NE"
"3425","NE"
"3426","NE"
"3427","NE"
"3428","NE"
"3429","NE"
"3430","NE"
"3431","NE"
"3432","NE"
"3433","DA"
"3434","NE"
"3435","DA"
"3436","DA"
"3437","NE"
"3438","NE"
"3439","NE"
"3440","NE"
"3441","NE"
"3442","DA"
"3443","NE"
"3444","NE"
"3445","NE"
"3446","NE"
"3447","NE"
"3448","NE"
"3449","NE"
"3450","NE"
"3451","NE"
"3452","DA"
"3453","NE"
"3454","NE"
"3455","NE"
"3456","NE"
"3457","NE"
"3458","NE"
"3459","NE"
"3460","NE"
"3461","NE"
"3462","NE"
"3463","NE"
"3464","NE"
"3465","NE"
"3466","DA"
"3467","NE"
"3468","NE"
"3469","DA"
"3470","NE"
"3471","NE"
"3472","NE"
"3473","DA"
"3474","NE"
"3475","DA"
"3476","NE"
"3477","DA"
"3478","NE"
"3479","NE"
"3480","NE"
"3481","DA"
"3482","DA"
"3483","DA"
"3484","DA"
"3485","NE"
"3486","DA"
"3487","DA"
"3488","NE"
"3489","NE"
"3490","DA"
"3491","NE"
"3492","NE"
"3493","NE"
"3494","NE"
"3495","NE"
"3496","NE"
"3497","NE"
"3498","NE"
"3499","NE"
"3500","NE"
"3501","NE"
"3502","NE"
"3503","NE"
"3504","NE"
"3505","NE"
"3506","DA"
"3507","NE"
"3508","NE"
"3509","NE"
"3510","NE"
"3511","NE"
"3512","NE"
"3513","NE"
"3514","NE"
"3515","DA"
"3516","NE"
"3517","NE"
"3518","NE"
"3519","NE"
"3520","DA"
"3521","NE"
"3522","NE"
"3523","NE"
"3524","NE"
"3525","NE"
"3526","DA"
"3527","NE"
"3528","NE"
"3529","NE"
"3530","NE"
"3531","NE"
"3532","NE"
"3533","NE"
"3534","NE"
"3535","NE"
"3536","NE"
"3537","NE"
"3538","NE"
"3539","NE"
"3540","NE"
"3541","NE"
"3542","NE"
"3543","DA"
"3544","NE"
"3545","DA"
"3546","NE"
"3547","NE"
"3548","NE"
"3549","DA"
"3550","NE"
"3551","NE"
"3552","DA"
"3553","NE"
"3554","NE"
"3555","NE"
"3556","NE"
"3557","NE"
"3558","NE"
"3559","NE"
"3560","NE"
"3561","NE"
"3562","NE"
"3563","NE"
"3564","NE"
"3565","NE"
"3566","NE"
"3567","NE"
"3568","NE"
"3569","NE"
"3570","NE"
"3571","NE"
"3572","NE"
"3573","NE"
"3574","NE"
"3575","DA"
"3576","NE"
"3577","NE"
"3578","NE"
"3579","NE"
"3580","DA"
"3581","NE"
"3582","NE"
"3583","NE"
"3584","NE"
"3585","NE"
"3586","NE"
"3587","NE"
"3588","NE"
"3589","NE"
"3590","NE"
"3591","NE"
"3592","DA"
"3593","NE"
"3594","NE"
"3595","NE"
"3596","NE"
"3597","NE"
"3598","NE"
"3599","NE"
"3600","NE"
"3601","NE"
"3602","NE"
"3603","NE"
"3604","NE"
"3605","NE"
"3606","NE"
"3607","DA"
"3608","NE"
"3609","DA"
"3610","NE"
"3611","NE"
"3612","DA"
"3613","NE"
"3614","NE"
"3615","NE"
"3616","NE"
"3617","NE"
"3618","NE"
"3619","NE"
"3620","NE"
"3621","NE"
"3622","DA"
